地点,短评,出发时间,天数,人均费用,人物,玩法,浏览量
喀纳斯,不念过去，不畏将来，如此安好新疆,/2018/07/21,22,8000,独自一人,穷游 夏季,772
上海,2019年4月（14日-21日）上海、厦门8日游（红色旅游第二集）,/2019/04/14,8,2500,家庭,漫游 清明,2907
耶路撒冷,3月，我去了趟神秘的以色列,/2019/03/22,8,15000,三五好友,深度游 踏春,5544
杜马盖地,“菲”同寻常的潜水之旅,/2019/05/14,8,10000,独自一人,摄影 探险 海滨海岛 潜水,5368
南昌,周末自驾南昌，网红美食探店+小众景点打卡全攻略,/2019/03/26,2,1000,-,-,8.7万
成都,四天三夜，成都网红景点和美食全攻略！,/2019/04/25,4,2000,三五好友,深度游 美食 人文 踏春,15.7万
普吉岛,泰国普吉亲子自驾9天攻略来袭之跳岛篇,/2019/01/15,1,5000,亲子,美食 海滨海岛 自驾 深度游 漫游,5062
稻城,遇见稻城亚丁的最美时光——稻城亚丁出行指南,/2019/03/22,7,3800,-,-,2.5万
陵水,陵水三天二夜游，享受最舒适的度假旅行,/2019/05/16,4,2900,情侣,深度游 摄影 海滨海岛,5.6万
亚庇,『沙巴』去海天交接之处坐看星辰大海肆意放纵一回,/2018/09/06,6,10000,三五好友,摄影 探险 人文 海滨海岛,3万
云和,探寻神秘村落，定格山水丽影，丽水，你若走进，清风自来,/2019/05/01,6,1400,家庭,自驾 摄影 五一,2.3万
柏林,『北德』从汉堡到柏林，一路向东，穿越德国的千年（独一无二的北德小众攻略）,/2018/09/22,11,20000,独自一人,第一次 深度游 自驾 摄影 探险 人文 赏秋,3.3万
三亚,艳遇三亚，闺蜜自驾赴一场海天盛宴,/2019/04/19,4,5000,闺蜜,-,3.3万
宁海,宁海3天2晚深度游，解锁《徐霞客游记》开篇地的N种玩法,/2019/05/03,3,5000,三五好友,第一次 深度游 古镇 海滨海岛,4.8万
金坛,常州宝盛园·打卡江浙沪小众度假团建地,/2019/05/15,3,1800,三五好友,深度游 踏春,7.2万
三亚,六天五晚三亚亲子游超完美攻略,/2019/05/21,6,1000,-,-,10.3万
青岛,青岛游记——在路上遇见勇敢的自己,/2019/05/01,4,1000,学生,穷游 五一,5.3万
成都,在路上No.3|成都妹儿带你吃转成都，玩转成都！,/2019/05/20,3,-,-,美食,7.5万
武威,甘肃武威，给你最美的时光！,/2019/05/20,8,5000,三五好友,深度游 赏秋,8.4万
洪雅,雅女湖边的周末自驾二日游,/2019/05/19,2,200,-,第一次 短途周末 穷游 自驾 徒步 古镇 摄影 美食 踏春 清明 五一 端午 夏季 暑假 赏秋,1万
重庆,城在山上，山在城中——魔幻重庆,/2019/04/18,4,-,三五好友,摄影 美食,4.6万
三亚,小长假到三亚旅游人多还贵？这份免挤&省钱秘笈送给你！,/2019/05/19,4,4000,家庭,漫游 美食 海滨海岛 五一,2.8万
宁德,【霞浦】等待光线，我与阳光的距离不再是一个黑洞！,/2019/05/19,4,1500,独自一人,短途周末 自驾 端午 夏季,2.4万
成都,打卡成都游网红景点美食必选之地,/2019/05/19,3,2000,三五好友,摄影 美食,5.2万
张家界,毕业旅行张家界，五天四晚的行程怎么安排最合适？,/2019/05/11,5,4000,三五好友,深度游 摄影 探险 端午,2.9万
东京,东京迪士尼及市区7日亲子游,/2019/05/12,7,8000,亲子,漫游,1539
伊斯坦布尔,自驾土耳其，其实很简单,/2019/04/21,12,20000,情侣,深度游 自驾 环游 漫游 购物 美食 蜜月 探险 人文 踏春,6004
拉萨,318——川藏南线15日,/2019/05/19,15,13000,家庭,深度游 五一,1274
普吉岛,泰国普吉亲子自驾9天攻略来袭之拥抱大海首篇,/2019/01/15,9,5000,亲子,海滨海岛 自驾 美食 深度游 冬季,4989
敦煌,深圳自驾去西藏，西部大环线，记录这趟神奇的吃货经历,/2019/04/04,30,13000,三五好友,第一次 穷游 自驾 环游 古镇 美食 清明 五一,6349
贵阳,丹山碧水百里花-贵州九天行,/2019/03/23,9,3100,三五好友,-,2701
宿务,宿务、薄荷岛5日游,/2019/05/09,5,-,亲子,-,869
三亚,2019年，夏天的蜜月之旅,/2019/03/29,6,4200,情侣,深度游 自驾 购物 摄影 美食 蜜月 夏季,2.4万
三亚,周末打个飞的去度假，徜徉在三亚的蓝色海洋中（酒店攻略+景点推荐）,/2019/04/26,3,3000,三五好友,摄影 美食 海滨海岛,5.2万
三亚,去三亚晒个日光浴，尽享热带岛屿的魅力色彩,/2019/05/18,2,2000,三五好友,-,4.9万
乌镇,漫谈乌镇，在小镇过起小资的生活——乌镇休闲二日游,/2019/05/11,2,800,-,深度游 短途周末 自驾,1.1万
稻城,日头很短，时光很长，不曾忘记那几天稻城亚丁的路过,/2019/05/17,3,5000,三五好友,第一次 自驾 摄影,3.2万
海螺沟,福克斯单车自驾去西藏（318川藏线进-青藏线出）----2016.05,/2016/04/29,22,12000,家庭,第一次 自驾 五一,2501
广州,两天一夜广州花城奇幻之旅,/2019/04/28,3,3000,三五好友,深度游 短途周末 自驾 漫游 购物 摄影 美食 人文 婚纱 踏春,8.1万
常州,2019年4月（9日-14日）南京、常州4日游(红色旅游第一集）,/2019/04/10,1,1000,家庭,漫游 清明,3059
重庆,打马过川西,/2019/05/03,10,-,三五好友,自驾,4284
杭州,烟花四月，苏杭沪西塘，不负时光,/2019/05/16,10,3000,家庭,深度游 古镇 清明,5352
张家界,张家界（大峡谷天门山凤凰芙蓉）5天4夜实用攻略,/2019/05/11,5,1000,独自一人,第一次 古镇,7957
成都,打卡网红川渝之都，美食观景两不误——成都二日游漫谈,/2019/05/11,2,1500,三五好友,深度游 短途周末 美食 人文,4万
北京,5日游,/2019/05/07,5,3000,亲子,深度游 第一次,5391
呼伦贝尔,春夏秋冬，记录呼伦贝尔远方的诗！干货提炼记,/2019/05/16,6,2100,三五好友,第一次 深度游 穷游 环游 毕业游 摄影 五一 端午,3.2万
香港,香港攻略这一站HongKong，那些不能错过的网红打卡地,/2019/05/10,3,6000,情侣,深度游 五一,6.8万
三亚,东方夏威夷，玩转舌尖上的三亚,/2019/04/15,6,6000,家庭,深度游 漫游,1.5万
林芝,心之所向素履以往（西藏7日）,/2019/05/01,7,8500,三五好友,第一次 自驾 美食 五一,3.1万
厦门,【厦门】厦门经典两日游，美食美景美宿一键get！,/2019/05/01,2,3000,情侣,第一次 短途周末 摄影 美食 人文,2.1万
三亚,周末游三亚，将这个热带海滨城市的吃喝玩乐一一打卡！,/2019/05/15,2,1500,三五好友,-,2.7万
杭州,和小仙女一起去旅行-杭州,/2018/12/06,3,2500,情侣,短途周末 摄影 美食 冬季,983
武夷山,寻味茶乡（2019武夷山+厦门+鼓浪屿7天6晚自由行）,/2019/05/04,7,-,-,第一次 深度游 自驾 摄影 五一,1.9万
信阳,遇见信阳，宜居小城，美食之都,/2019/05/08,6,3000,三五好友,第一次 徒步 美食 人文,1.2万
兰州,我的河西走廊之行,/2019/05/11,9,8332,独自一人,美食 摄影 第一次,1508
德罗马纳,初冬的Dromana，唤作温柔——莫宁顿半岛温泉之旅高阶指南,/2019/05/08,3,-,三五好友,第一次 深度游 短途周末 自驾 徒步 美食 人文 海滨海岛 温泉 赏秋 冬季,2913
潜山,神奇北纬30度，皖山皖水真潜山,/2019/05/15,5,3000,三五好友,深度游 自驾 徒步 人文,3.2万
西安,不负时光说走就走😎游山玩水看长安🐎,/2019/05/05,6,-,-,-,9722
桂林,2天一夜周末游火爆胜地,/2019/05/11,2,1000,三五好友,美食 古镇 短途周末,3851
高台,两万西路军将士喋血河西走廊被尘封半个世纪真真相在张掖高台！,/2019/04/30,1,100,三五好友,第一次 深度游 自驾 人文 五一,7931
三亚,三亚四大湾六天五夜全攻略,/2019/05/14,6,6000,三五好友,美食 跨年,3.8万
泰山,五月，带妈妈纵游山海之间——泰山+威海4日游记,/2019/05/01,4,2500,亲子,第一次 漫游 五一,5872
凤凰,湘西故事|湖南张家界凤凰五一四日行记,/2019/05/01,4,3000,三五好友,穷游 古镇 摄影 美食 人文 五一,2.7万
桂林,桂林丨我是归人，亦是游客。,/2019/05/14,2,600,-,-,2万
日照,日照自驾游，海边浪漫的亲子时光,/2019/05/14,3,500,家庭,深度游 短途周末 穷游 自驾 古镇 购物 摄影 美食 海滨海岛 踏春 清明 五一 端午 夏季 暑假 中秋节 国庆,8.5万
宁海,90分钟高铁，去探寻低调小城宁海,/2019/05/04,4,2000,三五好友,古镇 人文,5.2万
宁海,宁海，去山海之隅赏世外桃源，三天两晚回归田园之旅,/2019/05/14,3,1500,三五好友,深度游 踏春 夏季,5.8万
扬州,烟花三月下扬州，春暖花开游江南,/2019/03/31,18,4000,三五好友,深度游 摄影 古镇 踏春 清明,7051
苏梅,悠游苏梅打卡指南｜热带天堂，享乐人间——六天五晚玩法攻略,/2019/05/13,6,-,-,-,2.4万
南京,黄山-宏村-南京9日悠闲游(图少，纯干货，可拆分旅游),/2019/05/11,9,-,家庭,人文,1912
普吉岛,普吉二刷---三陪行程,/2019/01/15,15,6000,三五好友,深度游 自驾 漫游 美食 海滨海岛 潜水 春节 冬季,1.7万
安塔利亚,心飞扬之-浪漫土耳其之旅🇹🇷☞上篇（吃住行、自驾干货锦囊）,/2019/03/28,14,12500,闺蜜,自驾,2.4万
平遥,走进晋商文化博物馆，黄河流域一颗璀璨夺目的明珠——平遥古城,/2019/04/30,3,1500,-,-,2万
泸沽湖,昆明、丽江、雨崩、冰湖、香格里拉、虎跳峡、泸沽湖16天自助游云南心灵之旅续2,/2013/02/17,16,-,独自一人,第一次 深度游 骑行 徒步 跨年 春节,1504
广州,五月亲子游（广州珠海长隆游记）,/2019/05/03,9,4500,亲子,-,7567
三亚,重温三亚寻找淡忘的那片蔚蓝海岸,/2019/05/13,3,3000,三五好友,短途周末 自驾 美食 海滨海岛,3621
巴黎,冲出国门冲出亚洲的第一次蜜月旅行,/2019/04/09,12,23000,情侣,第一次 清明,7.4万
甘南,甘南七日游,/2019/05/02,7,3336,家庭,自驾,7447
蒲甘,缅甸～～千塔之城，神秘佛土,/2019/05/15,7,-,-,-,2025
德钦,昆明、丽江、雨崩、冰湖、香格里拉、虎跳峡、泸沽湖16天自助游云南心灵之旅续1,/2019/05/12,16,-,独自一人,第一次 深度游 徒步 跨年 春节,2.8万
台北,走唱少年的主题曲，去台湾犯花痴,/2019/05/12,7,3000,独自一人,踏春,5958
巴厘岛,和闺蜜的上天入海---巴厘岛,/2019/03/30,5,5200,闺蜜,第一次 海滨海岛,1818
阳新,走进仙岛湖~~~大泉沟,/2019/05/11,2,200,-,-,4920
成都,重庆成都6日游,/2019/04/27,6,6000,-,-,1781
潜山,走进北纬30°的天柱山，一处风光秀丽又神秘的地方,/2019/05/11,3,2000,三五好友,第一次 深度游 徒步 夏季,5.1万
阿斯旺,【2019、埃及】再没有第二个帝国能如你这般古老,/2019/04/09,10,15000,独自一人,摄影,4万
曼谷,“一拖三”老年天团的“泰”悠游慢时光,/2019/04/21,8,5000,家庭,漫游 购物 摄影 美食 海滨海岛,4.5万
潜山,二刷天柱山，那年是秋天，今年是春天,/2019/05/10,3,-,-,-,5.9万
承德,小鲁面の紫塞明珠—小城市有大惊喜『教你玩转经典承德』,/2019/05/01,4,1000,三五好友,深度游 美食 摄影 踏春 五一,10.2万
西安,初识春秋汉唐之风4日游,/2019/04/29,5,-,-,-,3.1万
三亚,三亚另一种打开方式：三天两夜打卡三亚小众景点,/2019/04/22,3,5500,独自一人,自驾 购物 摄影 海滨海岛,4.4万
三亚,三亚旅行应该怎么玩？泡泳池吃吃喝喝才是正经事,/2019/05/09,1,6956,-,-,1.6万
瑶里,【景德镇x瑶里古镇】浮生一世，瓷都千年。,/2019/04/05,2,680,闺蜜,第一次 短途周末 徒步 古镇 摄影 美食 踏春 清明,3.8万
拜县,流浪拜县---泰缅交界,/2019/02/10,15,1500,独自一人,第一次 深度游 穷游 漫游 温泉 春节,5.3万
重庆,游走的旅途|五天四晚的山城重庆可以这样玩,/2019/05/04,5,4000,三五好友,深度游 摄影 美食,6.4万
新源,大梦新疆，那拉提草原美景正当时,/2019/04/27,4,7000,-,第一次 摄影 美食,5.6万
大叻,五一ヾ(o◕∀◕)ﾉ到大叻、胡志明游一游,/2019/05/08,1,-,-,-,2241
伦敦,【伦敦/约克/爱丁堡】12天の冬日恋歌，一场“哈利波特&福尔摩斯”的圣地巡礼,/2019/02/06,12,-,情侣,第一次 漫游 美食 人文 春节,2938
北京,跟着课本去旅行！——北京，五一亲子游！,/2019/04/30,5,3000,亲子,第一次 深度游 漫游 购物 摄影 美食 人文 五一,3.1万
金门,2019年4月（22日-25日）厦门、金门4日游看看无障碍设施,/2019/04/22,4,1500,家庭,漫游 清明,2870
成都,【周末自驾好去处】越过森山与湖泊，寻找隐藏在成都周边的川西秘境,/2019/05/07,2,-,家庭,短途周末 自驾 摄影 五一,6.3万
临沂,四天三夜玩转临沂，打开山东第一大山的吃喝玩乐之旅,/2019/04/27,4,2800,三五好友,摄影 五一,19.5万
新加坡,一人三国七城19天的旅行之路--那些踩过的坑和被套的路之新加坡站,/2019/01/24,5,2000,学生,第一次 深度游 人文 寒假,2.9万
扬州,春风十里扬州路,/2019/04/30,5,2300,家庭,第一次 五一,1317
重庆,“弱爆了”组合启程——稻城-成都-重庆之旅,/2019/04/28,7,8000,三五好友,第一次 摄影 美食 五一,386
巴黎,初遇法瑞意10天游,/2019/04/28,1,13000,家庭,美食 摄影 五一,2735
托尔斯港,冰岛丹麦法罗群岛19日深度连线游之三；法罗群岛篇,/2019/07/14,6,25000,三五好友,美食 海滨海岛 徒步 探险 深度游 摄影,1.6万
哥本哈根,冰岛丹麦法罗群岛19日深度连线游之二；丹麦篇,/2019/07/12,6,-,三五好友,-,2365
博尔贾,追逐贝加尔湖的蓝色眼泪，自驾俄罗斯12天,/2018/08/01,12,12500,三五好友,第一次 自驾 摄影 赏秋,1万
厦门,2019.4.30-5.4厦门春暖花开,/2019/04/30,5,2000,闺蜜,第一次 五一,1498
厦门,【厦门旅行】3日厦门，逛吃逛吃，初次相见，回忆很长。,/2019/05/01,3,3000,独自一人,第一次 深度游 短途周末 穷游 漫游 毕业游 摄影 美食 人文 踏春 清明 五一 端午 夏季 暑假 赏秋,4.3万
广州,蜡像馆的奇妙之旅,/2019/05/06,1,-,-,摄影 美食 人文,1.3万
下川岛,下川岛的美景，是你想象不到的美。,/2019/05/06,2,600,家庭,短途周末 美食 摄影 春节 国庆,79.7万
婺源,和小仙女一起去旅行-景德镇-婺源-南昌,/2019/05/01,5,4500,情侣,古镇 摄影 美食 五一,5623
三亚,三亚|小长假想和你去最南端看最美的大海、吃最鲜的海味、听最浪漫的海风~,/2019/05/06,5,2000,情侣,古镇 摄影 美食 海滨海岛 五一,2.1万
宁武,【山西】芦芽山，雁门关，娘子关4日自驾实用攻略,/2019/05/01,4,1300,三五好友,短途周末 自驾 摄影 五一,2.8万
青岛,山东青岛崂山游～太清宫•华严寺•仰口寿字峰,/2019/05/04,1,-,亲子,自驾 摄影 海滨海岛 五一,7.9万
厦门,厦门4天三晚半深度游,/2019/05/02,4,1000,情侣,第一次 五一,23.6万
敦煌,寻梦丝路西行记绿洲之上的千年古城-敦煌,/2019/04/15,5,3000,三五好友,深度游 古镇 摄影 美食 人文 清明,2万
哈瓦那,开着老爷车，追寻加勒比海最美的日落——我的17日深度畅游古巴日记,/2019/03/24,19,18000,三五好友,深度游 踏春,2.6万
丽江,寻「云南之巅」·觅「丽江之情」(内附美图小众风景攻略),/2019/04/14,7,4000,-,-,4.9万
桂林,五一桂林游记（又名如何在旺季假期畅游桂林兼防掉坑指南）,/2019/05/01,4,2500,闺蜜,五一,2.3万
南京,南京6日游,/2019/04/30,6,2500,家庭,漫游 美食 人文 五一,975
厦门,赴一场三天两晚的美食之旅，行走在厦门的老城记忆（附热门景点打卡攻略）,/2019/04/16,3,3000,三五好友,深度游 短途周末 摄影 美食,6.8万
三亚,短游三亚，沉浸在美食和酒店的度假之旅,/2019/05/05,3,3500,家庭,短途周末 自驾 美食,1.3万
三亚,【海南】教你如何花最少的钱，玩转不一样的海南,/2019/04/21,4,2500,情侣,短途周末 穷游 摄影 美食 蜜月 五一,4.4万
重庆,#2019五一出游#【重庆】一个人，一背包，一相机从你的全世界路过,/2019/05/01,4,1200,独自一人,短途周末 摄影 美食,2.1万
安庆,自驾安庆，探寻北纬30°线上大别山腹地的奥秘,/2019/05/05,4,2500,-,-,8.3万
衡山,南岳衡山二日游实用攻略,/2019/05/05,2,600,家庭,徒步 五一,8.7万
临沂,【好客山东】山东之美不止是青烟威，还有鲁南的沂蒙仙山,/2019/05/05,3,3000,三五好友,深度游 踏春,7270
